Organism (genomeID),Organism,TaxID,SEED_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,
Escherichia fergusonii strain FDAARGOS_170 (564.14),Escherichia fergusonii strain FDAARGOS_170 ,564,564.14,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia, Escherichia fergusonii,,
Escherichia hermannii NBRC 105704 (1115512.3),Escherichia hermannii NBRC 105704 ,1115512,1115512.3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter, Atlantibacter hermannii, Atlantibacter hermannii NBRC 105704,
Escherichia marmotae strain HT073016 (1499973.6),Escherichia marmotae strain HT073016,1499973,1499973.6,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia marmotae,,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia marmotae
Escherichia sp. 3_2_53FAA (469598.5),Escherichia sp. 3_2_53FAA ,469598,469598.5,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,-, Escherichia sp. 3_2_53FAA,
Escherichia sp. 4_1_40B (457401.3),Escherichia sp. 4_1_40B ,457401,457401.3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,-, Escherichia sp. 4_1_40B,
Escherichia sp. TW09308 (754331.3),Escherichia sp. TW09308 ,754331,754331.3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,-, Escherichia sp. TW09308,
Escherichia vulneris NBRC 102420 (1115515.3),Escherichia vulneris NBRC 102420,1115515,1115515.3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia,Pseudescherichia vulneris,Pseudescherichia vulneris NBRC 102420,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Pseudescherichia; Pseudescherichia vulneris; Pseudescherichia vulneris NBRC 102420
Eubacteriaceae bacterium ACC19a (796937.3),Eubacteriaceae bacterium ACC19a ,796937,796937.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoanaerobacter, Peptoanaerobacter stomatis,,
Eubacteriaceae bacterium CM2 (796939.3),Eubacteriaceae bacterium CM2 ,796939,796939.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoanaerobacter, Peptoanaerobacter stomatis, Eubacteriaceae bacterium CM2,
Eubacteriaceae bacterium CM5 (796940.3),Eubacteriaceae bacterium CM5 ,796940,796940.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoanaerobacter, Peptoanaerobacter stomatis, Eubacteriaceae bacterium CM5,
Eubacteriaceae bacterium OBRC8 (796941.3),Eubacteriaceae bacterium OBRC8 ,796941,796941.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoanaerobacter, Peptoanaerobacter stomatis, Eubacteriaceae bacterium OBRC8,
Eubacterium biforme DSM 3989 (518637.5),Eubacterium biforme DSM 3989 ,518637,518637.5,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemanella, Holdemanella biformis, Holdemanella biformis DSM 3989,
Eubacterium brachy ATCC 33089 (1321814.3),Eubacterium brachy ATCC 33089 ,1321814,1321814.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,-, [Eubacterium] brachy, Eubacterium brachy ATCC 33089,
Eubacterium callanderi strain FD (53442.4),Eubacterium callanderi strain FD ,53442,53442.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, Eubacterium callanderi,,
Eubacterium callanderi strain NLAE-zl-G225 (53442.3),Eubacterium callanderi strain NLAE-zl-G225 ,53442,53442.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, Eubacterium callanderi,,
Eubacterium cellulosolvens LD2006 (1408436.3),Eubacterium cellulosolvens LD2006 ,1408436,1408436.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, [Eubacterium] cellulosolvens, [Eubacterium] cellulosolvens LD2006,
Eubacterium coprostanoligenes strain ATCC 51222 (290054.4),Eubacterium coprostanoligenes strain ATCC 51222 ,290054,290054.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, Eubacterium coprostanoligenes,,
Eubacterium cylindroides T2-87 (717960.3),Eubacterium cylindroides T2-87 ,717960,717960.3,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea, Faecalitalea cylindroides, Faecalitalea cylindroides T2-87,
Eubacterium desmolans ATCC 43058 (1408437.3),Eubacterium desmolans ATCC 43058,1408437,1408437.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Agathobaculum,Agathobaculum desmolans,Agathobaculum desmolans ATCC 43058,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Agathobaculum; Agathobaculum desmolans; Agathobaculum desmolans ATCC 43058
Eubacterium dolichum DSM 3991 (428127.7),Eubacterium dolichum DSM 3991 ,428127,428127.7,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Absiella, Absiella dolichum, [Eubacterium] dolichum DSM 3991,
Eubacterium eligens ATCC 27750 (515620.4),Eubacterium eligens ATCC 27750 ,515620,515620.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, [Eubacterium] eligens, [Eubacterium] eligens ATCC 27750,
Eubacterium hallii DSM 3353 (411469.3),Eubacterium hallii DSM 3353 ,411469,411469.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, [Eubacterium] hallii, [Eubacterium] hallii DSM 3353,
Eubacterium infirmum F0142 (883109.3),Eubacterium infirmum F0142 ,883109,883109.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,-, [Eubacterium] infirmum, Eubacterium infirmum F0142,
Eubacterium limosum KIST612 (903814.3),Eubacterium limosum KIST612 ,903814,903814.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, Eubacterium limosum, Eubacterium limosum KIST612,
Eubacterium limosum LFYP34 (6666666.201653),Eubacterium limosum LFYP34 ,1736,6666666.201653,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, Eubacterium limosum, Eubacterium limosum LFYP34,
Eubacterium ramulus ATCC 29099 (1256908.3),Eubacterium ramulus ATCC 29099 ,1256908,1256908.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, Eubacterium ramulus, Eubacterium ramulus ATCC 29099,
Eubacterium rectale ATCC 33656 (515619.6),Eubacterium rectale ATCC 33656 ,515619,515619.6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,-, [Eubacterium] rectale, [Eubacterium rectale] ATCC 33656,
Eubacterium rectale CAG:36 (1263079.3),Eubacterium rectale CAG:36 ,1263079,1263079.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,-, [Eubacterium] rectale, Eubacterium rectale CAG,
Eubacterium rectale DSM 17629 (657318.4),Eubacterium rectale DSM 17629 ,657318,657318.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,-, [Eubacterium] rectale, [Eubacterium] rectale DSM 17629,
Eubacterium rectale M104/1 (657317.3),Eubacterium rectale M104/1 ,657317,657317.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,-, [Eubacterium] rectale, [Eubacterium] rectale M104/1,
Eubacterium ruminantium strain ATCC 17233 (42322.7),Eubacterium ruminantium strain ATCC 17233,42322,42322.7,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium ruminantium,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium ruminantium
Eubacterium saburreum DSM 3986 (887325.3),Eubacterium saburreum DSM 3986 ,887325,887325.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum, Lachnoanaerobaculum saburreum, Lachnoanaerobaculum saburreum DSM 3986,
Eubacterium saburreum F0468 (1095750.3),Eubacterium saburreum F0468 ,1095750,1095750.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum, Lachnoanaerobaculum saburreum, Lachnoanaerobaculum saburreum F0468,
Eubacterium saphenum ATCC 49989 (592031.3),Eubacterium saphenum ATCC 49989 ,592031,592031.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,-, [Eubacterium] saphenum, Eubacterium saphenum ATCC 49989,
Eubacterium siraeum 70/3 (657319.3),Eubacterium siraeum 70/3 ,657319,657319.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium, [Eubacterium] siraeum, [Eubacterium] siraeum 70/3,
Eubacterium siraeum DSM 15702 (428128.7),Eubacterium siraeum DSM 15702 ,428128,428128.7,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium, [Eubacterium] siraeum, [Eubacterium] siraeum DSM 15702,
Eubacterium siraeum V10Sc8a (717961.3),Eubacterium siraeum V10Sc8a ,717961,717961.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium, [Eubacterium] siraeum, [Eubacterium] siraeum V10Sc8a,
Eubacterium sp. 14-2 (1235790.3),Eubacterium sp. 14-2 ,1235790,1235790.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,-, Eubacterium sp. 14-2,
Eubacterium sp. 3_1_31 (457402.3),Eubacterium sp. 3_1_31 ,457402,457402.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,-, Eubacterium sp. 3_1_31,
Eubacterium sp. AS15 (1115804.3),Eubacterium sp. AS15 ,1115804,1115804.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,-,-, Eubacterium sp. AS15,
Eubacterium sp. Marseille-P5640 (2058290.4),Eubacterium sp. Marseille-P5640,2058290,2058290.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,-,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium sp. Marseille-P5640
Eubacterium sp. SN18 (1776384.3),Eubacterium sp. SN18 ,1776384,1776384.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Emergencia, Emergencia timonensis,Emergencia timonensis SN18,
Eubacterium ventriosum ATCC 27560 (411463.4),Eubacterium ventriosum ATCC 27560 ,411463,411463.4,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium, Eubacterium ventriosum, Eubacterium ventriosum ATCC 27560,
Eubacterium yurii subsp. margaretiae ATCC 43715 (864565.3),Eubacterium yurii subsp. margaretiae ATCC 43715 ,864565,864565.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoanaerobacter, [Eubacterium] yurii, [Eubacterium] yurii subsp. margaretiae ATCC 43715,
Faecalibacterium cf. prausnitzii KLE1255 (748224.3),Faecalibacterium cf. prausnitzii KLE1255 ,748224,748224.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium, Faecalibacterium prausnitzii, Faecalibacterium cf. prausnitzii KLE1255,
Faecalibacterium prausnitzii A2-165 (411483.3),Faecalibacterium prausnitzii A2-165 ,411483,411483.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium, Faecalibacterium prausnitzii, Faecalibacterium prausnitzii A2-165,
Faecalibacterium prausnitzii FPSSTS7063_SV (853.234),Faecalibacterium prausnitzii FPSSTS7063_SV,853,853.234,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,,Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium ; Faecalibacterium prausnitzii FPSSTS7063_SV
Faecalibacterium prausnitzii L2-6 (718252.3),Faecalibacterium prausnitzii L2-6 ,718252,718252.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium, Faecalibacterium prausnitzii, Faecalibacterium prausnitzii L2-6,
Faecalibacterium prausnitzii M21/2 (411485.10),Faecalibacterium prausnitzii M21/2 ,411485,411485.10,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium, Faecalibacterium prausnitzii, Faecalibacterium prausnitzii M21/2,
Faecalibacterium prausnitzii SL3/3 (657322.3),Faecalibacterium prausnitzii SL3/3 ,657322,657322.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium, Faecalibacterium prausnitzii, Faecalibacterium prausnitzii SL3/3,
Faecalibacterium prausnitzii SSTS_Bg7063_v2 (853.820),Faecalibacterium prausnitzii SSTS_Bg7063_v2 ,853,853.820,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium, Faecalibacterium prausnitzii, Faecalibacterium prausnitzii SSTS_Bg7063_v2,
Filifactor alocis ATCC 35896 (546269.3),Filifactor alocis ATCC 35896 ,546269,546269.3,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Filifactor, Filifactor alocis, Filifactor alocis ATCC 35896,
Finegoldia magna ACS-171-V-Col3 (768713.4),Finegoldia magna ACS-171-V-Col3 ,768713,768713.4,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia, Finegoldia magna, Finegoldia magna ACS-171-V-Col3,
Finegoldia magna ATCC 29328 (334413.6),Finegoldia magna ATCC 29328 ,334413,334413.6,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia, Finegoldia magna, Finegoldia magna ATCC 29328,
Finegoldia magna ATCC 53516 (525282.5),Finegoldia magna ATCC 53516 ,525282,525282.5,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia, Finegoldia magna, Finegoldia magna ATCC 53516,
Finegoldia magna BVS033A4 (866773.4),Finegoldia magna BVS033A4 ,866773,866773.4,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia, Finegoldia magna, Finegoldia magna BVS033A4,
Finegoldia magna LFYP121 (1260.17),Finegoldia magna LFYP121 ,1260,1260.17,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia, Finegoldia magna, Finegoldia magna LFYP121,
Finegoldia magna SY403409CC001050417 (866779.4),Finegoldia magna SY403409CC001050417 ,866779,866779.4,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Finegoldia, Finegoldia magna, Finegoldia magna SY403409CC001050417,
Firmicutes bacterium CAG:110_56_8 (1897027.3),Firmicutes bacterium CAG:110_56_8,1897027,1897027.3,Bacteria,Firmicutes,-,-,-,-,-,,Bacteria; Terrabacteria group; Firmicutes; unclassified Firmicutes sensu stricto; unclassified Firmicutes sensu stricto (miscellaneous); Firmicutes bacterium CAG
Flavonifractor plautii ATCC 29863 (411475.3),Flavonifractor plautii ATCC 29863 ,411475,411475.3,Bacteria,Firmicutes,Clostridia,Clostridiales,-,Flavonifractor, Flavonifractor plautii, Flavonifractor plautii ATCC 29863,
Flavonifractor plautii LFYP42 (292800.27),Flavonifractor plautii LFYP42 ,292800,292800.27,Bacteria,Firmicutes,Clostridia,Clostridiales,-,Flavonifractor, Flavonifractor plautii, Flavonifractor plautii LFYP42,
Flavonifractor plautii YL31 (292800.11),Flavonifractor plautii YL31 ,292800,292800.11,Bacteria,Firmicutes,Clostridia,Clostridiales,-,Flavonifractor, Flavonifractor plautii,,
Fusicatenibacter saccharivorans (1150298.5),Fusicatenibacter saccharivorans ,1150298,1150298.5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter, Fusicatenibacter saccharivorans,,
Fusobacterium gonidiaformans 3-1-5R (469605.7),Fusobacterium gonidiaformans 3-1-5R ,469605,469605.7,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium gonidiaformans, Fusobacterium gonidiaformans 3-1-5R,
Fusobacterium gonidiaformans ATCC 25563 (469615.3),Fusobacterium gonidiaformans ATCC 25563 ,469615,469615.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium gonidiaformans, Fusobacterium gonidiaformans ATCC 25563,
Fusobacterium mortiferum ATCC 9817 (469616.3),Fusobacterium mortiferum ATCC 9817 ,469616,469616.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium mortiferum, Fusobacterium mortiferum ATCC 9817,
Fusobacterium necrophorum subsp. funduliforme 1_1_36S (742814.3),Fusobacterium necrophorum subsp. funduliforme 1_1_36S ,742814,742814.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium necrophorum, Fusobacterium necrophorum subsp. funduliforme,
Fusobacterium necrophorum subsp. funduliforme ATCC 51357 (1095747.3),Fusobacterium necrophorum subsp. funduliforme ATCC 51357 ,1095747,1095747.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium necrophorum, Fusobacterium necrophorum subsp. funduliforme,
Fusobacterium necrophorum subsp. funduliforme Fnf 1007 (1161424.3),Fusobacterium necrophorum subsp. funduliforme Fnf 1007 ,1161424,1161424.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium necrophorum, Fusobacterium necrophorum subsp. funduliforme,
Fusobacterium nucleatum BEED12 (851.120),Fusobacterium nucleatum BEED12 ,851,851.120,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum BEED12,
Fusobacterium nucleatum subsp. animalis 11_3_2 (457403.8),Fusobacterium nucleatum subsp. animalis 11_3_2 ,457403,457403.8,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. animalis,
Fusobacterium nucleatum subsp. animalis 21_1A (469601.8),Fusobacterium nucleatum subsp. animalis 21_1A ,469601,469601.8,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. animalis,
Fusobacterium nucleatum subsp. animalis 4_8 (469607.3),Fusobacterium nucleatum subsp. animalis 4_8 ,469607,469607.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. animalis,
Fusobacterium nucleatum subsp. animalis 7_1 (457405.9),Fusobacterium nucleatum subsp. animalis 7_1 ,457405,457405.9,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. animalis,
Fusobacterium nucleatum subsp. animalis OT 420 (999414.3),Fusobacterium nucleatum subsp. animalis OT 420 ,999414,999414.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. animalis,
Fusobacterium nucleatum subsp. nucleatum ATCC 23726 (525283.3),Fusobacterium nucleatum subsp. nucleatum ATCC 23726 ,525283,525283.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. nucleatum,
Fusobacterium nucleatum subsp. nucleatum ATCC 25586 (190304.8),Fusobacterium nucleatum subsp. nucleatum ATCC 25586 ,190304,190304.8,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. nucleatum,
Fusobacterium nucleatum subsp. polymorphum ATCC 10953 (393480.8),Fusobacterium nucleatum subsp. polymorphum ATCC 10953 ,393480,393480.8,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. polymorphum,
Fusobacterium nucleatum subsp. polymorphum F0401 (693991.3),Fusobacterium nucleatum subsp. polymorphum F0401 ,693991,693991.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. polymorphum,
Fusobacterium nucleatum subsp. vincentii 3_1_27 (469602.7),Fusobacterium nucleatum subsp. vincentii 3_1_27 ,469602,469602.7,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. vincentii,
Fusobacterium nucleatum subsp. vincentii 3_1_36A2 (469604.7),Fusobacterium nucleatum subsp. vincentii 3_1_36A2 ,469604,469604.7,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. vincentii,
Fusobacterium nucleatum subsp. vincentii 4_1_13 (469606.8),Fusobacterium nucleatum subsp. vincentii 4_1_13 ,469606,469606.8,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. vincentii,
Fusobacterium periodonticum 1_1_41FAA (469621.8),Fusobacterium periodonticum 1_1_41FAA ,469621,469621.8,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium periodonticum, Fusobacterium periodonticum 1_1_41FAA,
Fusobacterium periodonticum 2_1_31 (469599.8),Fusobacterium periodonticum 2_1_31 ,469599,469599.8,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium periodonticum, Fusobacterium periodonticum 2_1_31,
Fusobacterium periodonticum ATCC 33693 (546275.3),Fusobacterium periodonticum ATCC 33693 ,546275,546275.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium periodonticum, Fusobacterium periodonticum ATCC 33693,
Fusobacterium periodonticum BEED13 (860.70),Fusobacterium periodonticum BEED13 ,860,860.70,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium periodonticum, Fusobacterium periodonticum BEED13,
Fusobacterium russii ATCC 25533 (1278306.3),Fusobacterium russii ATCC 25533 ,1278306,1278306.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium russii, Fusobacterium russii ATCC 25533,
Fusobacterium sp. 1_1_41FAA (469621.3),Fusobacterium sp. 1_1_41FAA ,469621,469621.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium periodonticum, Fusobacterium periodonticum 1_1_41FAA,
Fusobacterium sp. 11_3_2 (457403.3),Fusobacterium sp. 11_3_2 ,457403,457403.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. animalis,
Fusobacterium sp. 12_1B (457404.3),Fusobacterium sp. 12_1B ,457404,457404.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium ulcerans, Fusobacterium ulcerans 12-1B,
Fusobacterium sp. 2_1_31 (469599.3),Fusobacterium sp. 2_1_31 ,469599,469599.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium periodonticum, Fusobacterium periodonticum 2_1_31,
Fusobacterium sp. 21_1A (469601.3),Fusobacterium sp. 21_1A ,469601,469601.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. animalis,
Fusobacterium sp. 3_1_27 (469602.3),Fusobacterium sp. 3_1_27 ,469602,469602.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. vincentii,
Fusobacterium sp. 3_1_33 (469603.3),Fusobacterium sp. 3_1_33 ,469603,469603.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. animalis,
Fusobacterium sp. 3_1_36A2 (469604.3),Fusobacterium sp. 3_1_36A2 ,469604,469604.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. vincentii,
Fusobacterium sp. 3_1_5R (469605.3),Fusobacterium sp. 3_1_5R ,469605,469605.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium gonidiaformans, Fusobacterium gonidiaformans 3-1-5R,
Fusobacterium sp. 4_1_13 (469606.3),Fusobacterium sp. 4_1_13 ,469606,469606.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. vincentii,
Fusobacterium sp. 7_1 (457405.3),Fusobacterium sp. 7_1 ,457405,457405.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. animalis,
Fusobacterium sp. D11 (556264.3),Fusobacterium sp. D11 ,556264,556264.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium nucleatum, Fusobacterium nucleatum subsp. animalis,
Fusobacterium sp. D12 (556263.3),Fusobacterium sp. D12 ,556263,556263.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium necrophorum, Fusobacterium necrophorum D12,
Fusobacterium ulcerans 12-1B (457404.5),Fusobacterium ulcerans 12-1B ,457404,457404.5,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium ulcerans, Fusobacterium ulcerans 12-1B,
Fusobacterium ulcerans ATCC 49185 (469617.3),Fusobacterium ulcerans ATCC 49185 ,469617,469617.3,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, Fusobacterium ulcerans, Fusobacterium ulcerans ATCC 49185,
